city,state,country,postcode
Shawnee,US-OK,US,74801
Madison,Al,US,35758
Hudson,,US,44236
Anaheim,California,US,92801
Oceano,Ca,US,93445
Cypress,US-TX,US,77433
Sacramento,US-CA,US,95815
Miami Beach,US-FL,US,33140
Rosharon,Texas,US,77583
Ooltewah ,Tennessee ,US,37363
Bernardino,US-CA,US,92407
Cleveland ,Ohio,US,44103
Fresno,US-CA,US,93703
Los Angeles,,US,90044
Pontiac,Michigan,US,48341
Kansas City,,US,66109
palm desert,US-CA,US,92260
Glendale,AZ,US,85303
Oakland,Ca,US,94608
Elk Grove Village,US-IL,US,60007
STATE COLLEGE,,US,16803
Kansas City,Missouri ,US,64118
Nampa,,US,83651
	San Francisco,US-CA,US,94129
Atlanta ,GA ,US,30331
Wilmington ,Delaware ,US,19801 
Norcross,,US,30093
Brooklyn,Ny,US,11203
Antonio ,Texas ,US,78006
Chicago,Illinoi,US,60632
Alabama,Charlotte,US,003
Bakersfield ,Ca,US,93307
Dallas,,US,75236
Belvidere ,Illinois ,US,61008
Hollywood,US-CA,US,90029
Denham Springs,La,US,70726
Rockford,US-IL,US,61104
Charlotte ,NC,US,28269
Richmond ,US-IN,US,47374
San Jose,CA,US,95111-3736
Clarksville,Tn,US,37042
Yonkers ,US-NY,US,10701
Brooklyn,New York,US,11236
Sacramento,CA,US,95833
Queens Village,New York,US,11427
Hempstead ,NEw Jersey,US,11550 
Clinton Township,Michigan ,US,48038
Detroit ,US-MI,US,48228
Scranton,PA,US,18504
Cottonwood heights,US-UT,US,84121
Houston,TX,US,77020
Carthage,Nc,US,28327
Sanford,Nc,US,27332
Bridgeton,US-MO,US,63044
Brooklyn ,New York,US,11203
Cumming,GA,US,30040
Boston,MA,US,02135
Washington ,District of Columbia ,US,20011
Purlear ,North Carolina ,US,28665 
Grove City,OH,US,43123
Brooklyn,Ny,US,11207
Los Angeles,Ca,US,90019
Meridian ,Mississippi ,US,39301
PONTE VEDRA BEACH,US-AK,US,32082
Sunvalley,US-CA,US,91352
Tuscaloosa,AL,US,35401
Chicago,,US,60611
Longview,Tx,US,75604
Jacksonville,US-NC,US,28540
Minersville ,Pa,US,17954
Forsyth,US-GA,US,31029
Westminster,Colorado,US,80021
Albany,MN,US,56307
reseda,US-CA,US,91335
Wichita ,Kansas ,US,67214
WILSON,US-NC,US,27896
San Francisco,California,US,94013
Milwaukee ,Wisconsin ,US,53401
Ontario,CA,US,91762
New Britain,US-NJ,US,06053
Elkhorn,Wisconsin,US,53121
Stafford,,US,22556
Pearcy,US-AZ,US,71964
Virginia ,Mn,US,55792
west allis,US-WI,US,53219
Eden,NC,US,27288-2234
Lebanon ,US-VA,US,24266
Chino,US-CA,US,91710
Soledad,CA,US,93960
Lubbock ,Texas ,US,79403
Fullerton,,US,92833
New Albany,US-IN,US,47150
Lima,Ohio,US,45801
Minocqua,US-WI,US,54548
Montgomery,Alabama,US,36117
Charlotte,NC,US,28278
Lindenhurst,,US,60046
Darlington,South Carolina ,US,29540
Austin,,US,78739
Lumberton,NJ,US,08048
Memphis,TN,US,38116
Alexandria,Louisiana,US,71331
las vegas,nv,US,89109
Fayetteville ,US-NC,US,28311
Sparta,Mo,US,65753
Rochester,US-CA,US,14612
Carmichael,California,US,95821
Niagara Falls ,New York,US,14304
Roseville,California,US,95661
Edmond,Oklahoma,US,405
Tulare ,CA ,US,93274 
Durham,NC,US,27701
Stockton,US-CA,US,95219
Raleigh,Nc,US,27604
Georgetown,South Carolina,US,29440
California,Santa Barbara ,US,93103
Milwaukee,Wi,US,53209
Lake Elsinore,US-AR,US,92530
Selma,US-AL,US,36701
Mason,US-TN,US,38049
La Paz,La Paz,US,0000
Payette ,Idaho ,US,83661
Plainfield,US-NJ,US,07063
La Puente,California,US,91744
Savannah,Georgia,US,31419
FONTANA,CA,US,92337
Ladson,US-SC,US,29456
el cajon,US-CA,US,92021
El Paso ,US-TX,US,79907
FREMONT,US-CA,US,94538
San Antonio ,TX ,US,78023
San Marcos,California,US,92069
Swainsboro,Georgia,US,30401
baltimore,US-MD,US,21224
Elk Grove,US-CA,US,95624
Culpeper,US-VA,US,22701
Moreno Valley,CA,US,92551-3635
Kingston,US-PA,US,18704
Whitehall,US-OH,US,43213
Tennessee,,US,38104
San Bernardino ,California ,US,92404 
Highland Park,US-NJ,US,08904
Richmond ,California ,US,94801 
Kennesaw,US-GA,US,30144
Spring valley,,US,91977
Elgin,,US,60120
Jonesboro ,Ga,US,30236 
Sparta ,TN ,US,38583 
Sicklerville ,US-NJ,US,08081
Phoenix,Arizona,US,85002
Auburn,Alabama,US, 35005
Los Angeles,California,US,90077
Las Vegas ,Nevada ,US,89110
Bell,California,US,90201
Golden,US-CO,US,80401
Van Nuys ,Ca,US,91405
Lexington ,Ohio,US,44904
Clinton,MO,US,64735
Wareham,US-MA,US,02538
Lithonia,Ga,US,30038
Nashville,Tennessee,US,37217
Bethlehem ,US-NH,US,03574
Joliet,US-IL,US,60432
san mateo,,US,94401
San Diego ,California,US,92112
Jackson,Nj,US,08527
Fridley ,Minnesota ,US,55432 
Detroit,Michigan,US,48201
Kingston,NH,US,03848
Salem,Ma,US,01970
Trussville,Alabama ,US,35173
Connersville ,Indiana,US,47331
Morristown,New Jersey,US,07960
Alabama,Alabama ,US,717
Flushing,US-MI,US,48433
New york,US-AL,US,10007
Saint Paul,US-MN,US,55117-3416
Santa Monica,CA ,US,90405
New Iberia,US-LA,US,70560
Elk Grove,US-CA,US,95758
El Cajon ,California ,US,92020 
Elgin,US-IL,US,60123
Beverly hills ,California ,US,9000
Daly City ,US-CA,US,94015
Reedsville,WI,US,54230
Passaic,New Jersey ,US,07055
Conway Springs,Kansas,US,67031
Dallas,Texas,US,75231
Arkansas ,US-AR,US,72114
N,US-AK,US,54433
Philadelphia,PA,US,19106
Tucson,Arizona,US,85714
Marietta ,Ga,US,30067
albuquerque,US-ME,US,87111
Houston,TX,US,77086
Fresno,California,US,93705
Taunton ,US-MA,US,02780
Salem,US-VA,US,24153
Calexico,,US,92231
Williams Bay,,US,53191
Keller,TX,US,76248-3308
Toms river,New jersey,US,08753
fairfax,,US,22030
Cincinnati,Ohio,US,45206
new bedford,US-MA,US,02745
Bakersfield,California,US,93304
San Antonio,TX,US,78227
Houston,US-TX,US,77022
Allen,US-TX,US,75002
Albany,New York,US,12210
Califonia,United State,US,90209
Rosharon,US-TX,US,77583
Chicago,Illinois,US,60628
Estill,South Carolina,US,29918
Lynn,US-IN,US,47355
Indian Spring,Alabama ,US,35124
Mission Viejo,US-CA,US,92691
hudson,US-NJ,US,07208
Columbia,US-SC,US,29212
Chicago,Il,US,60619
West Frankfort ,US-IL,US,62896
Lemoore,Ca,US,93245
Myrtle Beach,South Carolina ,US,87505
Carpentersville,US-IL,US,60110
Port Huron,Michigan,US,48060
Santa Fe Springs,US-CA,US,90670
Coldwater,Ohio,US,45828
Hampton,Tn,US,37758
Crandall,Texas,US,75114
Stuebenville,Ohio,US,98811
Royal Oak,Md,US,21662
Corcoran ,California ,US,93212
Cullman,US-AL,US,35055
Brooklyn,NY,US,11236
Philadelphia,Pennsylvania,US,19136
Hialeah,Florida,US,33013
Springfield ,MO,US,65802
aurora,US-CO,US,80012
Keansburg,US-NJ,US,07734
Rockmart,GA,US,30153
Philadelphia,Pennsylvania,US,19103
Cardiff By The Sea,US-CA,US,92007
Leander,US-TX,US,78641
Hshora,US-AL,US,18456
Haverhill,Massachusetts,US,01832
Detroit,Michigan,US,48235
San Antonio,Tx,US,78254
Detroit,Michigan,US,48201
Rodchester Hills,Mi,US,48307
Friendsville,TN,US,37737-2233
Philadelphia,Pa,US,19132
Durham,North Carolina,US,27701
Atlanta,Georgia,US,30344
catoosa,,US,74015
Prosper ,Texas ,US,75078 
Wichita Falls,Texas,US,76310
Little Ferry,,US,07643
Chattanooga,US-TN,US,37402
California,California,US,10080
St peters,US-MO,US,63376
Carbondale,CO,US,816230
Jackson,Ms,US,39202
Stockton,california,US,95209
Chelsea,Ma,US,02153
Newyork,Newyork,US,19292828
St.louis,Mo,US,63106
Woodbury,,US,55129
Indianapolis,Indiana,US,46214
Las Vegas ,South Central,US,90001
Boston,Massachusetts,US,01003
Dallas,Texas,US,75238
Philadelphia,Pa,US,19104
Atlanta,GA,US,30318
Capron,Illinois ,US,61012
Hampton,Georgia,US,30228
Chicago ,Illinois ,US,60649
Mckinney,Texas,US,75069
Los Angeles,California,US,90026
lost creek,,US,26385
Nashville,TN,US,37211
Phoenix,Arizona,US,85015
Marrero,La,US,70072
McKinney,US-TX,US,75072
La Puente,Ca,US,91744
VISALIA,US-CA,US,93291
haddon heights ,US-NJ,US,08035
Hyde Park,Mass,US,02136
Houston,US-TX,US,77072
Alamogordo ,US-NM,US,88310
Brent,US-AL,US,35034
Anchorage,Alaska,US,99508
Indianapolis,Indiana,US,46260
Severn,Maryland,US,21144
Staten Island,US-NJ,US,10304
Greenwood,Sc,US,29649
Little Neck,New York,US,11362
Huntingdon Valley,Pennsylvania ,US,19006
Los Angeles,US-CA,US,90020
Denver,,US,80014
Westminster,,US,92683
Cranston,US-RI,US,02920
Pharr,Texas,US,78577
STOCKTON,,US,95206
Kingman,US-IN,US,47952
Sulphur ,OK ,US,73086 
Winchester,,US,40391
Vilonia,Arkansas ,US,72173
Austin,US-TX,US,78733
Irmo,US-SC,US,29063
Mississippi ,US-NM,US,10001
HUNTSVILLE,US-AL,US,35811
Indianapolis,US-IN,US,46259
Thomasville,Nc,US,27360
Chicago,US-IL,US,60602
Dayton,OH,US,45420
Ventura,California ,US,93004
Blakeslee ,PA,US,18610
Lafayette ,US-CO,US,80026
Conyers,Ga,US,30094
Winder,US-GA,US,30680
Atlanta ,Georgia ,US,30542
Irvine ,US-CA,US,82606
Southfield ,MI ,US,48033-6621 
Food City,Virginia,US,24301
San Francisco,CA,US,94103
Edinburg,,US,78541
Lawrenceburg,US-IN,US,47025
Valley Village,,US,91607
Harrison,Tennessee ,US,37341
las vegas,,US,89107
Chicago,IL,US,60634
Asheville ,NC ,US,28803 
arizona,US-AZ,US,00000
Blue Springs,US-MO,US,64014
N. Manchester ,US-IN,US,26962
Atlanta,Georgia,US,30315
Dayton,Ohio,US,45414
waltham,,US,02452
Worcester,Massachusetts,US,01606
Chicago Heights,US-IL,US,60411
Franklin,Ohio,US,45005
Westminster,,US,21157
Danville ,Virginia ,US,24541 
North Hollywood,CA,US,91605
Bowie,MD,US,20715
Nolanville,Texas,US,76559
NY,US-OH,US,11223-5142
Los Angeles ,California,US,90210
Melissa,US-TX,US,75454
Racine ,WI,US,53403
Scottsdale,US-AZ,US,85254
Wasilla,Alaska,US,99654
Phoenix ,Arizona ,US,85027
Easley,US-SC,US,29642
Vallejo,California,US,94590
jblm,US-CA,US,98433
Lumberton,US-NC,US,28358
Pleasant Hill,Ca,US,94523
US,Kentucky ,US,81004
Milwaukee,Wisconsin,US,53225
lake lure,US-NC,US,28746
IA,US-AZ,US,50109
LITTLESTOWN,,US,17340
EL PASO,,US,79930
Saugus,US-MA,US,01906
Gallatin,TN,US,37066
Missouri City,TX,US,77459
Brighton,US-MA,US,02135
Johannesburg,Gauteng,US,2001
Sacramento,,US,95834
bangplee,,US,10540
RIchmond ,,US,23231
Capitol Heights,US-MD,US,20743
Grenada,mS,US,38901
Marietta,Georgia,US,30067
SACRAMENTO,US-CA,US,95825
Kandy,,US,20480
Paterson,Paterson,US,07504
NORTH PRINCE GEORGE,,US,23860
Honea Path,US-SC,US,29654
Garden Grove,US-CA,US,92840
Plymouth,US-MN,US,55442
Westlake Village,US-CA,US,91362
Springfield,US-MO,US,65802
Byron,US-MN,US,55920
Mentor,Oh,US,44060
Arlington,Virginia,US,22204
Columbus Grove,US-OH,US,45830
Stone Mountain,GA,US,30087-7205
Houston ,Texas,US,77009
Clearlake,Ca,US,95422 
Haverhill ,US-MA,US,01832
Westminster,US-CA,US,92683
Алабама,Алабама,US,216572
Las Vegas,Nevada,US,89183
Fairfield,Id,US,83327
Inglewood,US-CA,US,90302
Westerville ,US-OH,US,43081
Pennington,US-AL,US,36916
Knoxville,TN,US,37919
Warner Robins,US-GA,US,31093
Longview,,US,75601-5408
Brownsville,,US,78521
West Point ,US-MS,US,39773
Tulsa,US-OK,US,74133
Los Angeles,Ca,US,90056
Decatur ,Il,US,62522
Detroit,Michigan,US,48227
Raleigh,North Carolina,US,27614
Shelby,Alabama,US,35143
Houston,US-TX,US,77088
Killeen,Texas,US,76543
Mount Vernon,US-NY,US,10550
Victorville,US-CA,US,92395
Blackshear,Georgia,US,31516
Boston,MA,US,02132
Memphis,TN,US,38114
Anderson,US-SC,US,29625
Cibolo,Texas,US,78108
Fresno,Ca,US,93737
Springfield ,Missouri ,US,65807 
Colorado Springs,CO,US,80923
Los Angeles,Ca,US,90025
Decatur ,Mississippi ,US,39327 
Centerburg,Ohio,US,43011
Des Moines ,Iowa,US,50317
BLAINE,US-MN,US,55449
Dallas,Texas,US,75219
Leesville ,Texas,US,78122
BASSETT,,US,91746
Merced,US-CA,US,95341
Detroit,Mi,US,48221
Oklahoma City ,Oklahoma,US,73119
Spring Branch,Texas,US,78070
Troy,Michigan,US,48083
ABERHOSAN,US-NC,US,27704
Highland,,US,62249
Cairo ,Illinois ,US,62914 
Bethlehem,PA,US,18020
Austin,US-TX,US,78728
Dover,Dover,US,17315
White Hall,Arkansas,US,71602
Los Angeles,US-CA,US,90016
SCRANTON,,US,29591
Stanford,US-KY,US,40484
Ft Wainwright,AK,US,99703
Stafford,VA,US,22554
Parma,Oh,US,44129
Charlotte,US-NC,US,28212
Norwell,MA,US,02061
Laurel,US-MD,US,20723
Midway City,US-CA,US,92655
Missouri,Missouri,US,+1
Dumont,New Jersey,US,07628
Columbus,Ohio,US,43204
Coraopolis,US-PA,US,15108-2574
Tulare,Ca,US,93274
carpentersville ,US-IL,US,60110
Alva ,,US,73717
Harpers Ferry,WV,US,25425
Houston,US-TX,US,77036
Lakeland,US-TN,US,38002
Liberal ,Kansas,US,67901
Norcross,US-GA,US,30071
Los Angeles,US-CA,US,90061
Ocoee,US-TN,US,37361
Daly City ,California ,US,94015
Jefferson,US-OR,US,97352
Rancho Mirage,US-CA,US,92270
San Francisco ,CA ,US,94132 
Hazleton,Pa,US,18201
hermantown,US-MN,US,55811
Texas,US-AK,US,22334
New York,,US,10019
Las vegas,Nv,US,89109
El Paso ,Texas ,US,79936 
Fresno,US-CA,US,93705
Elk Grove,US-CA,US,95758
Sparta,US-MO,US,65753
Montezuma,Indiana,US,47862
Cleveland,US-OH,US,44122
Terre Haute ,In,US,47807
bellevue,US-IA,US,68005
Fairburn,Ga,US,30213
North Hollywood,Ca,US,91605
Mahwah,US-NJ,US,07430
Bossier City,LA,US,71112
Conway,US-NC,US,27820
Flushing ,US-NJ,US,11355
Missouri City ,Texad,US,77489
Los Angeles,US-CA,US,90017
Oakhurst ,OK,US,74050
Brooklyn,US-NY,US,11203
Elyria,Ohio,US,44035
McKinney ,US-TX,US,75071
Encinitas,US-CA,US,92024- 2852
Texss ,Houston ,US,10001
Plymouth,US-MA,US,02360
Fort Worth,Tx,US,76124
Euclid,Ohio,US,44117
Virginia Beach ,Virginia ,US,23464
Six Mile ,South Carolina ,US,29682
Bahama,Calipornia,US,qzewnnrq9g0g2l3yqekwsl29fw90dg7pqvhjfte2dw
Colorado Springs,US-CO,US,80925
Chicago,US-IL,US,60620
Semmes,Al,US,36575
brooklyn,ny,US,11226
Greenbrae,US-CA,US,94904-3031
Myrtle beach,US-SC,US,29577
Hudson,Ohio,US,44236
Cypress,Tx,US,77379
Los Angeles,US-CA,US,90059
San bernardino,California,US,92404
Porte,IN,US,46350
Cedar City,US-UT,US,84720
Albany ,Georgia,US,31705
Missouri,US-MO,US,76435
COLORADO SPRINGS,US-CO,US,80915
Independence,KY,US,41051
Brooklyn,New York ,US,11236
Illorin,Kwara,US,25010
Oklahoma City ,Ok,US,73132
Tarentum,,US,15084
Long Beach ,California,US,90810
Memphis,Tn,US,38105
Durham,,US,27517
Colorado Springs,Colorado,US,80907
Fairlawn,US-VA,US,24141
St.Louis,US-MO,US,63121
Fairport,ny,US,14450
Wichita,US-KS,US,67203
Picayune,US-MS,US,39466
Houston,US-TX,US,77598
Detroit,Mi,US,48224
Cardington,US-OH,US,43315
Houston,Tc,US,77032
Caldwell,US-ID,US,83605
BUENA PARK,,US,90621
Warren,Michigan,US,48093
Smyrna,Delaware,US,19977
Peoria,US-IL,US,61602
Elizabethtown,US-PA,US,17022
Las Vegas ,NV,US,89117
Pascagoula ,Mississippi ,US,39567
Illinois,Illinois,US,60064
Dayton,US-OH,US,46459
Oxford ,MS,US,38655
Plainfield ,Illinois ,US,60585
Las Vegas,NV,US,89102
Huntingdon ,Tennessee ,US,38344 
O Fallon ,Missouri ,US,63366 
San Antonio,US-TX,US,78250
Corona,Ca,US,92881
Saint Joseph,Missouri,US,64505
Downey ,Ca,US,90240
Austin,Texas,US,76891
Sacramento,US-CA,US,95858
Somerdale,,US,08083
Detroit,MI,US,48221
Shakopee,MN,US,55379
Усть-карск,,US,35662
Prescott valley,US-AZ,US,86314
North Olmsted,Ohio,US,44070
Niles ,IL ,US,60714 
Austin,Texas,US,78071
Tempe,US-AZ,US,85284
Dallas,US-TX,US,75241
Austin,Tx,US,78728
Brookfield,IL,US,60513
Moreno valley,US-TX,US,92553
Detroit,Michigan,US,48226
fulshear,US-TX,US,77441
Livermore,US-CA,US,94551
Flint,Michigan,US,48532
Los Angeles,California,US,90026
San Rafael ,US-CA,US,94903
POMONA,US-CA,US,91766
Robertsville,Missoiri,US,63072
Lake Zurich ,Illinois,US,60047
fresno,US-CA,US,93722
Hagerstown,,US,21740
Los Angeles ,US-CA,US,90008
Milpitas,,US,95035
Richmond,MI,US,48062-1659
Savannah ,GA ,US,31405 
Sunnyvale,,US,94087
Detroit,Michigan,US,48235
NEW york,,US,10031
Corona,US-CA,US,92882
Princeton,US-NJ,US,08540
Douglasville,Ga,US,30134
Chicago,US-IL,US,60639
Metairie,US-LA,US,70002
Ware Shoals ,South Carolina ,US,29692 
River oaks,Texas,US,76114
Redlands,California,US,92373
Holbrook,US-PA,US,15341
Blythe,,US,92225
San Antonio ,Texas ,US,78209
Baton Rouge,US-LA,US,70815
Santa Rosa,US-CA,US,95405
detroit,MI,US,48205
Arlington,Texas,US,76012
Massillon ,US-OH,US,44646
Grenada,Mississippi,US,38901
Alamba,United State,US,33
Chicago ,Ilinois,US,60644
Cicero,,US,60804
Massillon,Ohio,US,44646
Pomona,US-CA,US,91766
Sitka,,US,99835
Knoxville,US-TN,US,37919
Denver,,US,80216
Toledo,US-OH,US,43606
Newark,New jersey ,US,07114
Elizabeth ,Nj ,US,07208
Detroit,Michigan,US,48228
Mount Prospect,Il ,US,60056
north hollywood,US-CA,US,91601
Ashland,OH,US,44805-1012
BATON ROUGE,US-LA,US,70809
Indianápolis ,Indiana,US,46222
Mankato,Minnesota,US,55379
Sneads Ferry,NC,US,28460-7589
Antioch,CA,US,94509
Gad,Ff,US,Ggj
Whittier,CA,US,90601
Manchester,US-NJ,US,08759 
Harrodsburg ,Ky,US,40330
Coal City,,US,60416
Port St. Lucie,,US,34952
Arroyo Grande,US-CA,US,93420
Stockton Ca,US-CA,US,95219
Anaheim,CA,US,92801
Commerce city ,Colorado ,US,80022
Las Vegas,Nevada,US,89169
hghvcb,US-CA,US,15551
Milwaukee,Wisconsin,US,53218
Independence ,US-KS,US,67301
St Louis,Mo,US,63113
Gilbert,SC,US,29054
Southport ,US-NC,US,28461
Eau Claire,Wi,US,54703
Rahway,,US,07065
Wake Forest,NC,US,27587
Mckeesport ,US-PA,US,15132
Bloomington,Illinois,US,61710
Hampton,NJ,US,08827
Dorchester,Ma,US,02121
West Covina,CA,US,91791
Hemet,Ca,US,92544
Fountain Valley,CA,US,92704
Peytona,WV,US,25154
Florida ,US-PA,US,33034
Riverside ,Ca,US,92508
Hayward,,US,94544
Northborough,MA,US,01532
Gardena,Ca,US,90247
Pittsburg,Ca,US,94565
Westerville,US-OH,US,43081
Ibadan,,US,23402
Madison,Ohio,US,44057
Irvine,,US,92606
Borger,Texas,US,79007
Grand Prairie,US-TX,US,75050
Warsaw,Virginia,US,22572
Salem,US-NH,US,03079
Stockbridge ,Georgia ,US,30281 
Greensboro ,Nc,US,27406
Junction,US-KS,US,66441
Muskogee,Oklahoma,US,74434
hampton,US-VA,US,23668
Bethesda,Md,US,20817
newark,US-NJ,US,07102
Los Angeles,California ,US,90002
Winona,Minnesota,US,55987
Houston,Texas,US,10005
Chula Vista,CA,US,91932
San Francisco ,Ca,US,94103
Dacula,Ga,US,30019
FRAZIER PARK,US-CA,US,93225
Memphis,Tennessee,US,38111
Manchester ,US-TN,US,37355
los angeles,US-CA,US,90038
ARDEN ,NC ,US,28704 
Sterling ,,US,80751
Bronx,US-CA,US,19735
Cross Lanes ,West Virginia ,US,25313 
Newaygo,Michigan ,US,49337
Dover,US-NH,US,03821
Orlando,US-FL,US,32817
Mobile,Al,US,36603
Concord,US-NC,US,28025
Igbogbo,Lagos ,US,23401
New Hope,MN,US,55428
Ontario,US-CA,US,19768
Fort Worth,Texas,US,76111
St. Louis,MO,US,63114-4119
Corpus christi,US-TX,US,78412
NY,US-NJ,US,10453
Milwaukee,Wi,US,53225
Howell,US-MI,US,48843
Milwaukee ,Wisconsin ,US,53207 
Roseville,US-CA,US,95678
Greensboro,North Carolina,US,27406
saint paul,US-MN,US,55101
Victoria,US-TX,US,77901
Van nuys ,US-CA,US,91405
Colorado Springs,US-CO,US,80918
East Palo Alto ,California,US,94303
Victoria,Mississippi,US,38679
San Francisco,California,US,94102
Greensboro,US-NC,US,27405
Aurora,Calorado,US,80019
Memphis ,Tennessee ,US,38109
Cottageville ,West Virginia,US,25239
Beaverton,,US,97078
West Harrison,In,US,47060
Moorpark ,Ca,US,93021
Queens ,NY,US,11413
Las Vegas,NV,US,89108
California,United Of America,US,90225
Unity,Maine,US,04988
Los Ángeles ,California ,US,90057
Oceanside ,New York ,US,11572 
Duncansville ,Pennsylvania ,US,16605
Miami,Fl,US,33147
Birmingham,US-AL,US,35242
Las Vegas,US-NV,US,89113
Bertrand ,Missouri ,US,63823 
las vegas ,US-NV,US,89104
Alexandria,US-VA,US,22304-2002
alameda,US-CA,US,94501
Memphis ,Tennessee ,US,38128 
Mesa,AZ,US,85210
Baton Rouge ,Louisiana ,US,70811 
Oakland,US-CA,US,94618
Pasadena,US-CA,US,91107
Chicago ,,US,60612
Miami ,Florida ,US,33111
Grand Rapids,US-MI,US,49503
Little egg harbor,NJ,US,08087
Newark,New Jersey,US,07106
Atlanta,Ga,US,30019
Little Suamico,US-WI,US,54141
Chicagi,Illinois,US,60628
Conover,US-NC,US,28613
Dalycity,US-CA,US,49015
Saipan,MP,US,96950
BURLINGTON,US-NC,US,27217
Folcroft,Pennsylvania,US,19032
Hinesville ,US-GA,US,31313
Alabama,US,US,35004
port st lucie,US-CA,US,34984
San marcos,US-CA,US, 92069
Henderson,Ky,US,42420
Maywood,US-IL,US,60153
Bladensburg,US-MD,US,20710
Orange ,Massachusetts ,US,01364 
Rockton,PA,US,15856
West Hartford,US-CA,US,06117
Savannah,US-GA,US,31407
Sierra Vista,US-AZ,US,85635
Grove City,US-OH,US,43123
redondo beach,US-CA,US,90278
brookhaven,US-MS,US,39601
Ontario,California,US,91761
Salt Lake City,,US,84102
Baltimore ,US-MD,US,21216
Lamar,Colorado,US,81052
Ann Arbor,Michigan,US,48103
Manassas,VA,US,20112
Centennial,Co,US,80122
Sacramento,California,US,94203
Cohasset,MN,US,55721
Bixby ,US-OK,US,74008
Concord,US-CA,US,94521
Swansea,Sc,US,29160
Fort Collins,CO,US,80524
Allendale,MI,US,49401
Norristown,US-PA,US,19401
Fullerton ,CA ,US,92831 
Oklahoma city ,Oklahoma ,US,73112
Acampo,Ca,US,95220
Palmdale,California,US,93551
Wheaton,IL,US,60187
Evansville ,Indiana ,US,47714
East Lansing,,US,48823
Sacramento ,Ca,US,95842
Charlotte,NC,US,28212
Elkton,Md,US,21912
Springfield,Mo,US,65807
Detroit,US-MI,US,48219
Terrell,Tx ,US,75160
Lima,Ohio,US,45805 
Anderson ,Sc ,US,29621
CEDAR HILL,,US,75104
San Diego,CA,US,92136
Miamisburg ,Ohio ,US,45342
Gloversville,US-MA,US,12078
Montgomery,AL,US,36109
Jersey City,,US,07302
Watertown,TN,US,37184
Bayfield ,Colorado ,US,81122
Suwanee ,GA ,US,30024 
Fort Myers,US-FL,US,33901
Houston ,Texas,US,77002
Simi Valley,US-CA,US,93063
Holland,US-OH,US,43528
Cleveland ,US-OH,US,44104
Des moines,US-IA,US,50314
Maplewood ,Minnesota ,US,55119
Centerville,,US,45458
Decatur,GA,US,30034
Dallas ,,US,75219 
Collinsville,,US,62234
covington,georgia,US,30016
Galva,Illinois ,US,61434
Conyers ,Georgia ,US,30013
torontoaw,ohio,US,43964
East Chicago ,Indiana ,US,46312
Newark,NJ,US,07112
MAYSVILLE,OKLAHOMA,US,73057
Tucson,Arizona,US,85736
Alaska,Alaska,US,54000
Dallas,Texas,US,75254
Katy,Tx,US,77450
Addison,Adger,US,35006
Milwaukee,US-WI,US,53223
Moseley,US-VA,US,23120
San Antonio,US-TX,US,78234
covina ,US-CA,US,91722
Otsego,Ny,US,121116
Wappingers Falls,US-NY,US,12590
Montgomery,US-AL,US,36116
philadephia,united states,US,19146
indianapolis,US-TX,US,46229
Glen Lyon,US-PA,US,18617
tampa,georgia,US,33604
Martinez,Ca,US,94553
College Place,Wa,US,99324
Cullowhee ,North Carolina ,US,28723 
Hahshshs ,Bzbsjsj,US,27374
New braunfels,US-TX,US,78132
Kaysville,US-UT,US,84037
McDonough,US-AZ,US,30253
Benin,Edo,US,114
Chicago,Il,US,60608
NY,US-NY,US,10001
el dorado springs,US-MO,US,64744
Charlotte,US-NC,US,28277
Nacogodoches,Texas,US,75964
killeen,US-TX,US,76543
Kalamazoo,Michigan,US,49009
Fort Worth,Texas,US,76105
Washington Dc,US-DC,US,20020
Springfield,Illinois ,US,62702
evans,US-GA,US,30809
Woburn,MA,US,01801
St.Paul,,US,55130
SOUTH CAROLINA,US-SC,US,29376
Indianapolis,Indina,US,46227
Fort myers,US-GA,US,33905
Los Angeles,CA,US,90003
Cocoa,US-NJ,US,32927
Sacramento,US-CA,US,98512
Milwaukee,Wi,US,53225
Houston,Texas,US,77070
Gretna,La,US,70056
San Diego,US-CA,US,92126
Island Park,,US,11558
marietta,Georgia ,US,30008 
Jackson,Ms ,US,39212
Makawao,US-HI,US,96768
Springfield,MO,US,65807
Mount Juliet ,TN ,US,37122 
Harrisburg,Pa,US,17103
Maryland,Maryland,US,115478
Kansas ,Arkansas ,US,67005
Parlier,Ca,US,93648
Hazleton,PA,US,18201
Cleveland,Ohio,US,44105
Mission viejo,US-CA,US,92691
Houston texas ,Harris ,US,77060
Plymouth,MI ,US,48170
Yorktown,US-VA,US,23692
Monrovia ,US-IN,US,46157
Glendale ,US-CA,US,91202
Spartanburg,US-SC,US,29301
Walnut Ridge,Arkansas,US,72476
Houston,Texas,US,77033
Oklahoma ,US-OK,US,74061
North Dinwiddie,Va,US,23803
Silver spring ,US-MD,US,20906
converse,US-TX,US,78109
Los Angeles ,Ca,US,90045
Philadelphia,Pa,US,19134
Clearfield ,US-UT,US,84015
Jackson,MS,US,39209
Odessa,,US,79764
Roswell ,Fluton,US,30075 
Columbus ,Ohio,US,43228
Audubon,New Jersey,US,08106
Waveland ,Mississippi,US,39576
Queens Park,Ohio,US,112242
Macclenny ,Florida ,US,32063 
Huber Heights,Ohio,US,45424
Port Clinton,OH,US,43452
Lewisburg,Wv,US,24901
Starkville,Mississippi,US,39759
